Cycle,Cost,deadline,Element: 1,Element: 2,Element: 3,Element: 4,Element: 5,Element: 6,Element: 7,Element: 8,Element: 9,
383,18115.750731,6363.949694,3559.456075,2402.579856,356.022205,1663.772033,2642.029470,4725.751426,N/A,N/A,N/A,
384,22066.332871,7510.955648,3171.190854,2855.635593,1190.608218,1060.290275,1417.129684,2076.418835,4477.614002,N/A,N/A,
385,7886.076021,5320.015191,4789.765477,281.542557,15.054469,1511.104188,4552.216149,N/A,N/A,N/A,N/A,
386,18088.213759,4218.445815,2910.346852,864.768169,339.338659,790.911473,1656.018189,2799.938808,2917.182333,N/A,N/A,
387,50202.704070,14428.274425,4637.269219,4015.115575,3832.123371,1515.039978,586.218387,2521.776147,2533.383720,4398.266301,4992.067813,
388,22607.586966,5086.585165,1971.817424,1544.827837,1188.876021,374.439664,565.492086,782.743846,1451.405872,1699.434403,3856.790076,
389,39245.003821,11527.277914,4588.697726,3837.991466,1643.603408,1397.147620,235.558648,1434.609795,3080.889150,3513.552006,4802.196493,
390,37230.669693,9047.627375,4548.579636,3396.613538,591.642673,263.980091,220.255087,1944.772045,3186.046345,4363.288497,4914.005977,
391,35449.224622,8500.422579,3730.221827,2930.118369,1270.577198,620.603516,392.025190,1099.898373,2978.815757,3960.385080,4745.909442,
392,23421.516619,5607.262701,3288.162401,1734.570109,608.847990,778.141317,2353.340541,2675.697619,4872.315003,N/A,N/A,
393,44592.546858,9658.925168,2987.632581,2692.743523,2578.515665,1538.131528,1047.723386,2011.649542,2712.458175,3138.127292,4015.238828,
394,39737.266937,11985.201665,4580.894099,3776.735438,2654.253756,1124.006786,1324.693529,3113.160762,3840.676830,4659.016742,N/A,
395,8798.556650,2727.462730,1939.396404,1078.837019,141.941103,2114.155871,2193.272500,N/A,N/A,N/A,N/A,
396,18184.732114,4211.316209,1911.350981,1511.516453,952.552048,500.329717,1131.949047,2814.616442,3249.402853,N/A,N/A,
397,21158.936813,7607.372015,3301.210754,2994.214041,514.434111,510.734431,2284.879500,2761.796843,3225.419075,N/A,N/A,
398,38671.045257,10325.583923,3772.934254,3740.676240,2650.012443,12.921815,2192.991911,3137.970981,3208.105908,4989.486285,N/A,
399,41506.270911,7902.211746,3799.815915,3072.202036,1663.380741,2118.818857,4012.882723,4062.756932,4568.309092,N/A,N/A,
400,32094.702641,9478.683732,4025.492216,2857.845078,1528.702974,1059.751313,898.538300,2503.626517,3627.434443,4640.296039,N/A,
401,14121.982454,6031.843550,3778.690201,1573.882388,1207.675799,3199.664668,3205.014293,N/A,N/A,N/A,N/A,
402,19333.660528,7098.081491,3871.132762,1950.694218,1096.966212,62.163223,439.149053,1306.048914,2240.492132,4846.816997,N/A,
403,31140.974398,7368.500636,2857.651054,2340.063630,1865.975023,255.647022,953.110978,2841.672168,3752.409523,4459.740197,N/A,
404,24656.242996,8330.145777,3059.391005,2744.325881,1799.569754,881.717693,2041.610355,2526.555608,4334.823691,N/A,N/A,
405,11818.352309,5361.845930,2786.230724,2471.944687,436.510481,1878.022182,4384.502334,N/A,N/A,N/A,N/A,
406,26909.084927,8438.914757,4016.698941,2383.084989,2133.451277,791.909437,2143.394554,2843.026983,4692.260656,N/A,N/A,
407,16963.681209,4809.151761,2646.493669,2349.377709,904.946472,3626.180212,4086.944810,N/A,N/A,N/A,N/A,
408,33405.230817,7205.009994,3652.096651,2590.886742,1044.729780,244.770292,1494.681309,2817.968640,4113.448065,4510.693052,N/A,
409,40878.756418,10030.891557,4717.430466,3948.029398,1254.868877,2561.345410,3546.750172,4435.366826,4775.186276,N/A,N/A,
410,21125.541756,4903.147143,2515.089980,1183.074434,937.621418,840.531992,982.585603,3947.980610,4128.739804,N/A,N/A,
411,74656.760480,11144.970332,4386.922415,4036.787065,2243.753005,1714.920218,2420.503041,4356.220266,4515.529890,4603.955856,4993.571987,
412,29614.596972,9736.780805,3799.650030,2458.280172,2052.828450,1973.453502,2175.040169,2903.831250,4250.085039,N/A,N/A,
413,21060.003620,8207.290058,4395.028065,4093.164451,722.895011,4649.428007,4656.590747,N/A,N/A,N/A,N/A,
414,34800.625134,8098.117295,4396.233768,2723.378345,910.591337,188.252550,1832.587105,3229.747025,3741.940210,4947.159138,N/A,
415,60259.284613,14393.167714,4360.074617,4309.795418,3393.758102,2144.040146,1284.458046,2806.539799,4148.250816,4256.027832,4310.094449,
416,17899.576354,4415.013711,4085.230334,109.997835,62.443250,639.260316,1009.703125,1137.786901,1489.509094,4351.883632,N/A,
417,36302.555410,10207.410720,4365.175528,3807.818587,1673.015060,1458.978083,3611.997197,3937.228987,4963.746354,N/A,N/A,
418,31945.563774,8606.420603,4164.526865,3094.330921,1653.466715,3784.016690,4424.719370,4731.002815,N/A,N/A,N/A,
419,11310.377262,4063.768756,3165.653200,573.794040,137.419502,1103.934004,1356.536654,4436.868898,N/A,N/A,N/A,
420,35196.045966,11702.045109,4613.883160,4327.578599,2384.889077,512.526651,1511.038790,1604.506991,4398.245322,4633.277731,N/A,
421,30711.929338,7972.328801,4475.677972,2065.745255,1073.810635,989.091252,3548.449779,3890.776363,4472.390683,N/A,N/A,
422,15159.841602,4238.646495,3817.757416,1124.969456,1530.592443,1566.979047,4196.895591,N/A,N/A,N/A,N/A,
423,36775.476620,8299.944377,4121.544978,2067.892482,1172.440563,1115.765295,1345.323782,3182.826472,4526.038220,4678.158263,N/A,
424,19705.259104,5803.656736,4048.874358,1680.353923,2685.890040,2806.530717,4428.602080,N/A,N/A,N/A,N/A,
425,14264.490917,4880.777335,3143.365108,1414.636886,632.424902,691.683184,2546.264057,3798.127441,N/A,N/A,N/A,
426,18950.581539,6688.801449,4011.364080,2512.935342,477.271183,556.659904,1033.137170,2602.515768,4013.713704,N/A,N/A,
427,23620.031223,8301.461260,4559.281276,2796.945534,1359.463554,103.651806,1663.159511,3276.268699,4904.848111,N/A,N/A,
428,24511.671118,5895.583814,3819.736640,1079.096782,739.734283,565.247551,2999.714723,3022.277283,4905.432941,N/A,N/A,
429,28781.694717,7215.817552,3584.114051,2985.555035,1584.261410,3093.915243,3739.911372,3989.822499,N/A,N/A,N/A,
430,30405.348639,10067.436817,4152.950519,3855.429672,1061.504147,903.471871,344.598542,1023.591833,2250.450917,2520.105254,4201.652368,
431,20487.016626,5965.733970,3345.849110,3163.154906,1739.993947,3436.564764,3600.940214,N/A,N/A,N/A,N/A,
432,26180.867236,9059.024834,4282.717183,3045.838431,1658.392887,566.896498,2076.504733,3367.047206,4659.124763,N/A,N/A,
433,10024.979664,3525.110945,3016.466526,521.563522,430.968426,2299.115592,3573.522368,N/A,N/A,N/A,N/A,
434,40489.512755,11088.763660,4447.276881,4330.730410,1706.078610,1322.612924,1889.842078,2023.015431,4483.511641,4747.478133,N/A,
435,48724.424568,9387.838206,3572.782455,3371.319051,2350.758142,248.080520,1032.556463,2513.215858,3706.828398,4283.454324,4539.002195,
436,11267.728005,3573.673786,3024.601016,1030.439835,47.120179,2097.997014,4455.832409,N/A,N/A,N/A,N/A,
437,19360.929402,8631.113493,4426.759562,4362.016065,195.703591,4527.947045,4882.922072,N/A,N/A,N/A,N/A,
438,5807.035500,2883.744312,1653.952688,896.864621,358.156377,1058.020962,2052.586826,N/A,N/A,N/A,N/A,
439,29914.783641,7550.920687,4038.323708,1834.178111,1469.199931,514.648947,1813.446996,2203.276144,2452.358793,4219.064807,N/A,
440,18554.683723,5902.466250,4184.278731,1504.088339,95.510271,1909.612073,3474.916247,4180.906128,N/A,N/A,N/A,
441,23298.548559,7206.357508,4772.599381,2586.778521,2759.181356,3553.542797,4868.079194,N/A,N/A,N/A,N/A,
442,29774.821482,9109.597235,4432.631405,2714.244396,2623.403518,2857.103390,3563.915025,4793.265660,N/A,N/A,N/A,
443,31113.346474,7067.109260,3973.687659,2058.648477,1108.992519,1455.784820,2888.111421,3776.631715,4573.317797,N/A,N/A,
444,17271.134855,5073.548862,3528.320375,1629.805230,1663.069854,3301.056970,3796.275893,N/A,N/A,N/A,N/A,
445,19868.403658,7161.761755,3850.887892,2534.022856,2449.495880,2998.428140,4765.887890,N/A,N/A,N/A,N/A,
446,13335.590448,4078.840030,4107.663044,423.364877,993.971973,1866.254426,4783.591098,N/A,N/A,N/A,N/A,
447,27025.403235,7433.278144,3592.646148,2347.088286,757.644725,663.497645,309.558464,740.116929,1659.691986,3591.835069,4573.927774,
448,6026.609718,3548.832313,2859.506524,447.294841,166.380234,1211.727808,2823.098793,N/A,N/A,N/A,N/A,
449,46402.948160,11093.879050,4158.767080,2414.240881,2260.224166,1559.935018,1486.923966,2209.854579,2379.587724,3670.401149,4735.562180,
450,31522.357896,9059.053053,4104.784812,4045.033513,738.529795,97.698427,638.016972,1178.170878,1414.231361,4529.570676,4575.572215,
451,6619.972334,2692.798855,2813.533659,70.747638,246.269211,444.028204,4106.443721,N/A,N/A,N/A,N/A,
452,14900.753903,4891.529014,4437.675620,360.589425,801.076880,1225.626556,1549.624010,4746.257207,N/A,N/A,N/A,
453,35772.477535,9928.837922,3151.979607,3118.667123,1675.891018,1602.781319,860.098415,895.364205,2504.100290,2535.445848,4408.061810,
454,42423.910356,9523.822704,4205.593013,3480.226108,1348.853599,441.740856,2425.596072,4031.740403,4192.175724,4738.797538,N/A,
455,25588.600995,9591.420914,4656.073944,3427.451253,1228.012211,484.994859,2279.483071,3146.471521,4913.637135,N/A,N/A,
456,10354.148147,6177.227874,4760.691364,641.950955,299.660719,259.970127,1868.946584,4595.072205,N/A,N/A,N/A,
457,21971.105589,5674.445083,3510.202859,2148.238050,351.684245,1639.310362,4501.423157,4527.361508,N/A,N/A,N/A,
458,33563.786919,8691.035282,3781.959032,2653.645818,1883.186842,380.282144,1889.569706,2043.143442,3826.534518,4646.065689,N/A,
459,29055.109717,8404.533365,3561.723913,3271.009912,1645.005839,141.048237,911.318168,2256.353689,3667.760932,3746.166141,N/A,
460,20130.643885,7920.967957,4573.415978,3126.433118,503.651982,843.559369,4030.614198,4839.934057,N/A,N/A,N/A,
461,47549.310034,8851.660218,3438.460536,3181.329664,2132.963729,282.165435,913.979338,2512.465259,3771.303110,3934.727738,4902.656633,
462,32650.487925,7893.030584,3497.020912,3358.868734,1062.395856,89.389939,1115.782861,3083.142751,4287.084992,4332.128430,N/A,
463,49947.234032,10994.123063,3785.214091,3141.897957,2553.304433,1814.233425,80.948421,3201.923024,3397.906716,3795.240876,4357.810300,
464,28304.140909,8734.727936,3390.213138,2469.441656,2266.863276,468.276012,177.738075,926.846918,1571.247988,2875.609386,4975.037735,
465,16472.960271,4690.641393,3496.587193,1005.793118,475.374279,540.200355,1084.061969,2211.636005,3818.819668,N/A,N/A,
466,11954.361729,5743.024895,3566.727853,924.149794,245.491497,3492.225094,3554.778755,N/A,N/A,N/A,N/A,
467,12907.773204,4118.074078,2795.531223,646.395938,513.835534,370.020133,553.563496,2456.478960,3342.288640,N/A,N/A,
468,14287.167637,7327.508939,4722.677530,1600.564410,652.427965,3621.554266,4138.638765,N/A,N/A,N/A,N/A,
469,26871.108301,6815.823909,4356.533580,1040.279058,417.291175,4083.775792,4230.949318,4283.020881,N/A,N/A,N/A,
470,12017.333350,4241.665225,3490.431721,684.916311,1278.740526,1290.082210,4982.348234,N/A,N/A,N/A,N/A,
471,27510.261755,7480.430802,2954.751525,2940.289623,1474.952045,1043.192651,2207.287683,3644.511698,3646.848603,N/A,N/A,
472,11441.287634,5009.646501,3620.920163,1496.559514,42.265439,2548.328008,4397.776258,N/A,N/A,N/A,N/A,
473,14820.284915,4578.713446,2786.155776,2181.171944,544.662887,3273.204413,3292.872663,N/A,N/A,N/A,N/A,
474,9849.184966,4189.735373,3034.124446,699.267523,584.861392,164.451378,1151.885771,4926.033007,N/A,N/A,N/A,
475,17517.472762,6184.749636,3468.273114,1931.905059,869.607346,35.206480,1546.659954,2895.566156,3019.307273,N/A,N/A,
476,25081.775672,7275.391196,4205.111190,2835.562223,122.585581,634.922387,688.688602,1651.165381,3178.321498,4985.801209,N/A,
477,39218.355484,7700.693732,3370.458387,2057.986645,1864.580850,1621.836984,1637.910457,2397.958296,3825.258267,4741.324672,N/A,
478,35398.604539,9624.137277,3627.288975,3092.754626,1522.619520,1316.078280,220.059822,1436.664035,2791.649140,3280.589214,3594.690814,
479,28493.452630,8633.814916,4606.557510,1827.582251,1478.134999,782.318322,130.817206,1559.068979,1845.898970,2049.034953,4654.182157,
480,23346.466608,8991.969444,4324.969131,2732.120403,1788.746728,425.462730,902.797990,4142.361446,4488.018150,N/A,N/A,
481,21090.508045,7596.965229,3580.314962,1976.775060,1963.481511,1214.443076,3376.027392,4791.385952,N/A,N/A,N/A,
482,16443.626006,4631.407816,2942.996146,1848.969151,2048.172252,2070.889548,3826.688562,N/A,N/A,N/A,N/A,
483,36842.028959,9070.242756,3530.605504,3064.078450,2527.930519,1583.233817,2634.417597,4746.412280,4835.961700,N/A,N/A,
484,32348.057930,9754.416784,4744.965563,3217.005145,1735.366154,808.048230,3123.327848,4105.931954,4903.360023,N/A,N/A,
485,47472.424993,9292.523830,3111.961652,3019.614127,2723.904087,486.962456,889.390205,2905.635222,3274.898213,3619.847939,4260.477414,
486,7003.864147,3019.286837,1568.795391,1444.268766,250.689152,1029.166652,2755.417301,N/A,N/A,N/A,N/A,
487,14791.446114,5328.830836,4531.786876,311.562337,282.995830,52.480128,1947.222994,2065.743290,3783.296169,N/A,N/A,
488,41712.267470,8370.579532,2362.565076,2299.075233,2258.632774,1435.414434,1159.387232,1475.950175,2288.710115,3634.016200,4769.675798,
489,38999.914442,8765.036240,2714.230469,2482.777956,2047.240440,1559.266830,2216.787911,2239.381780,3589.744501,4903.110219,N/A,
490,28137.028178,8553.905956,2914.567932,2807.542949,2280.889724,516.614666,827.899910,2094.540648,2620.472863,4381.694475,N/A,
491,10212.073106,4765.765584,3832.747259,1106.439524,488.052872,2179.381320,2762.448732,N/A,N/A,N/A,N/A,
492,26664.447143,7981.463928,3178.591175,2603.671638,1968.504521,1035.040698,2111.493051,2620.073606,4639.673901,N/A,N/A,
493,24572.163322,6557.359753,2769.487455,2480.146801,1354.281994,426.823591,2552.668241,2804.385585,4269.712784,N/A,N/A,
494,29415.368552,7465.135834,3097.712330,2511.342915,1798.245834,70.754753,480.586391,3060.385060,3671.933028,4622.062920,N/A,
495,15150.976789,4900.987749,4169.960101,685.645335,184.975242,1474.063617,2329.594545,4734.815170,N/A,N/A,N/A,
496,17684.105892,5618.826701,4388.512690,1157.899034,165.827711,273.596666,1759.634926,2575.881958,4389.257876,N/A,N/A,
497,14985.797920,5918.637962,3141.557822,1534.734206,1139.498363,1007.950160,2636.292935,2875.630638,N/A,N/A,N/A,
498,14184.677227,7121.664456,4441.190004,1755.336568,1025.514664,2647.543415,4982.847723,N/A,N/A,N/A,N/A,
499,14382.408396,6482.136097,4095.984451,2097.566759,468.596870,3704.142990,3759.349933,N/A,N/A,N/A,N/A,
500,38190.954017,12146.671763,4685.491941,3560.764051,3092.501471,714.805943,234.505175,1106.475528,2033.854766,4896.832456,4900.220357,
501,15304.154428,7325.232675,4862.116402,1507.278487,720.408382,3870.878187,4614.302803,N/A,N/A,N/A,N/A,
502,11334.662165,4944.169958,2457.525170,1674.420497,696.244161,15.159706,197.256531,1913.705477,3803.093680,N/A,N/A,
503,15146.609957,3957.552005,2045.024486,1493.643221,530.461197,1079.997871,2623.184833,3882.527264,N/A,N/A,N/A,
504,7885.150290,3013.226847,2402.226111,564.480557,314.669371,1543.433118,3336.315563,N/A,N/A,N/A,N/A,
505,12851.041040,3530.082831,4043.116308,113.287714,253.213075,691.230238,886.163944,4347.530707,N/A,N/A,N/A,
506,19725.629412,7126.525964,4259.312631,2975.005460,78.604674,1425.220202,3425.824088,4877.727969,N/A,N/A,N/A,
507,25148.040789,9199.536357,4316.284429,3227.340258,1498.163084,2081.060868,3926.053228,4829.085302,N/A,N/A,N/A,
508,29807.358909,6754.235169,3323.470106,3313.187755,956.806266,3187.624102,4172.722720,4993.782961,N/A,N/A,N/A,
509,19443.101880,7756.797597,4715.051215,2297.981937,500.278526,216.016440,1868.610006,3073.333763,3744.016024,N/A,N/A,
510,17209.218351,7528.699785,4802.896278,1550.728508,1134.832264,42.756056,582.815141,974.675500,1736.450444,4527.342552,N/A,
511,12489.870928,4639.202681,3885.348349,810.183863,128.734925,3593.819642,3936.854411,N/A,N/A,N/A,N/A,
512,7800.531124,4851.281611,4048.778907,432.122114,218.706299,1912.181358,3106.633697,N/A,N/A,N/A,N/A,
513,58440.323686,10572.389014,4614.756472,3950.554596,1526.381725,179.013262,2490.952662,2719.082191,4566.433530,4589.198037,4992.860077,
514,22093.543032,5636.414516,3010.286566,1296.110101,1206.115960,62.430312,254.823129,1816.921818,3697.019146,4333.813816,N/A,
515,38538.770260,6802.995377,3054.152155,2068.257263,1677.588705,667.940002,2843.230414,2977.291431,3108.094088,3260.645961,N/A,
516,10737.738554,3437.889673,2925.290210,314.768748,1326.739751,1442.514719,3755.551828,N/A,N/A,N/A,N/A,
517,19501.296554,7125.743640,4755.543123,1361.620086,1007.944714,958.906828,4196.136941,4854.792672,N/A,N/A,N/A,
518,25422.569870,6181.340810,3653.033859,2261.368470,131.816668,1543.556902,2219.527708,2650.848938,4898.181271,N/A,N/A,
519,29363.250055,10834.721337,4682.293808,4265.412793,1025.782531,510.548864,274.648897,486.459380,2066.328334,3854.707552,4561.792392,
520,14133.604565,5920.827189,2980.794589,1890.923438,1635.796385,2211.454737,3961.491660,N/A,N/A,N/A,N/A,
521,33128.346877,10933.950261,4474.261267,3154.770710,2995.453884,315.749337,1242.391142,1549.817601,4305.053472,4793.726201,N/A,
522,19908.517210,6741.401633,3361.573918,2687.500410,669.169464,14.212401,507.898592,1194.560932,2768.070008,4688.623492,N/A,
523,22363.433587,4367.604429,2371.137542,1255.528211,800.199303,145.839136,1370.708370,1805.092066,2383.663146,2875.832609,N/A,
524,15697.833774,7065.415959,2984.484133,2543.369133,1953.189064,2050.811508,4730.837126,N/A,N/A,N/A,N/A,
525,43868.675136,8634.868728,4108.793636,2677.112096,2531.544018,2840.698660,2981.905179,4419.726588,4932.768585,N/A,N/A,
526,14020.252083,4981.976478,3193.425281,1265.285294,520.812568,383.248166,1228.827790,1930.561364,2635.196226,N/A,N/A,
527,9033.451713,4026.621494,2501.564997,886.599313,571.529322,1695.935025,3611.923705,N/A,N/A,N/A,N/A,
528,24785.785550,8144.010061,4830.579415,3036.382812,294.140746,61.387987,477.656420,2313.409015,3474.770813,4985.415317,N/A,
529,60972.702903,13760.975008,3841.512581,3763.658684,3104.038433,3069.838660,1267.714862,3130.382400,3514.760478,3950.903411,4431.039154,
530,31326.724286,9648.807566,4275.760989,3916.935323,1386.946444,360.102384,483.487973,2852.377319,4094.241858,4294.146209,N/A,
531,5462.872340,2434.753076,1953.604036,493.183232,364.468991,826.558885,2187.061789,N/A,N/A,N/A,N/A,
532,31030.838213,10570.778300,4472.301658,3865.293030,2004.498504,184.334839,3058.048606,4264.429238,4900.539364,N/A,N/A,
533,20048.730916,4436.823346,2398.043894,1324.679312,393.555506,382.537971,22.043130,620.571359,1531.156617,2976.866154,3463.643423,
534,22862.809879,6953.014090,4272.331963,1831.206049,747.129232,721.580375,1679.643187,3573.731936,4566.977277,N/A,N/A,
535,19932.758010,5411.480961,3580.861783,956.811733,634.264369,253.809966,548.796652,1463.499738,2677.495108,4976.777823,N/A,
536,41478.482352,9321.214662,4352.746090,2848.722034,1875.813586,551.293158,1944.532888,3752.387588,4459.923098,4654.392746,N/A,
537,39689.614665,11228.079427,4339.568080,3576.020285,3094.657755,1903.127758,3188.360494,3982.293754,4999.932152,N/A,N/A,
538,12133.261195,4213.721753,1946.669140,1169.711277,1047.287867,409.655711,1723.192597,4193.621855,N/A,N/A,N/A,
539,5104.840933,3076.053214,1871.472629,1228.513541,40.828509,261.583530,3158.875935,N/A,N/A,N/A,N/A,
540,21106.816738,5745.000574,4484.515436,985.323480,2492.572241,4192.451514,4534.035166,N/A,N/A,N/A,N/A,
541,27464.935161,7333.763620,4087.363184,2326.314014,787.386459,182.882983,1128.015781,2337.179991,3457.386603,4476.456942,N/A,
542,50722.587137,10192.517560,4682.105956,3183.998200,2210.495636,1769.781180,2548.320455,3288.968440,4809.283041,4821.774076,N/A,
543,35628.084183,9716.547249,3745.156757,2806.564887,2027.770157,1065.388201,212.900278,1985.178915,2473.819539,2838.067413,3538.671130,
544,10060.977938,4671.278173,2601.461536,1680.681501,371.954444,1601.574436,4433.238677,N/A,N/A,N/A,N/A,
545,9441.285674,4888.457046,3514.482540,1058.848039,420.099452,1829.187915,3778.889913,N/A,N/A,N/A,N/A,
546,5147.996190,2616.818178,1999.782229,388.380436,206.789550,296.824508,924.128917,1607.305296,N/A,N/A,N/A,
547,21119.953006,6094.635309,2513.621624,2306.201435,1229.036755,90.481525,168.927983,589.652466,1471.659797,2720.904717,2890.076794,
548,16790.724402,6260.728124,3269.361025,2781.681312,1679.004775,2879.156664,3423.401225,N/A,N/A,N/A,N/A,
549,20693.423192,9467.922735,4823.524124,3686.929764,813.837960,676.414000,4320.499945,4708.575618,N/A,N/A,N/A,
550,25181.106827,6256.818826,3047.346953,2682.510817,859.516916,1067.865944,1307.444559,3424.966258,4738.164629,N/A,N/A,
551,7518.622282,3062.915849,2641.016060,106.134563,59.485575,1980.568551,3332.379466,N/A,N/A,N/A,N/A,
552,29583.404546,8856.098090,3958.610132,2133.652044,1930.864329,674.422077,1837.232977,1868.875697,2129.217949,4350.762712,N/A,
553,14466.265239,4534.723907,2807.522442,1759.755171,378.967001,3509.341387,4453.265175,N/A,N/A,N/A,N/A,
554,18277.734789,7008.214031,2964.010674,2918.542193,1171.191134,1271.239646,2687.167317,3737.696816,N/A,N/A,N/A,
555,23362.186426,5890.919135,3013.266533,2500.134622,1303.165541,1372.239623,3737.067000,4813.572731,N/A,N/A,N/A,
556,38165.841057,8451.430466,4100.118613,3285.688447,2835.915582,3938.993243,4547.471607,4755.814149,N/A,N/A,N/A,
557,24914.135179,5833.919797,3385.642263,2367.765709,48.925702,1374.989645,1820.784030,3735.295840,4047.201841,N/A,N/A,
558,13386.596725,5239.098476,3453.792418,1169.793644,711.356819,320.763269,3205.786570,3228.537686,N/A,N/A,N/A,
559,19400.964265,6936.932820,3317.656424,2689.471393,395.114930,193.978108,1723.518130,2641.519831,4885.734635,N/A,N/A,
560,17098.312803,4346.111541,1686.824295,1446.953969,1192.530960,393.164379,410.333041,3389.418616,3703.605361,N/A,N/A,
561,28264.268906,9870.474367,4239.033700,3499.026346,2098.917950,3095.459846,3278.488947,4724.049228,N/A,N/A,N/A,
562,46812.175147,8367.063219,3946.044778,2146.980487,1682.116894,915.040918,1317.097424,2311.393091,2748.850590,4309.961474,4888.944340,
563,12763.406262,4431.703570,2632.495366,1585.789782,4.081187,1007.608792,2062.542578,4021.542575,N/A,N/A,N/A,
564,33598.523644,11752.311399,4624.809238,3985.734348,2763.753631,3898.388680,3902.778580,4584.558832,N/A,N/A,N/A,
565,15645.447540,4378.574483,2852.799865,999.166660,529.280382,17.989702,1983.293333,2194.361395,3169.141244,N/A,N/A,
566,40796.896779,8236.315423,4427.766113,3280.948886,1329.658455,1341.248669,4466.525043,4545.077328,4595.732430,N/A,N/A,
567,26391.698390,9010.672674,4522.507930,3492.392239,775.270374,333.729952,2361.847643,4122.872918,4903.058963,N/A,N/A,
568,34341.417180,7574.486881,3645.027643,2285.305493,1760.966458,1774.771691,2764.116373,4052.809092,4686.686567,N/A,N/A,
569,20921.912483,8189.194339,3537.661986,3174.491442,1571.546662,1665.284717,2485.577185,4448.307693,N/A,N/A,N/A,
570,6792.870374,4604.070986,3363.731205,544.447765,275.414697,481.045448,4735.502320,N/A,N/A,N/A,N/A,
571,19447.149982,7776.029917,4717.885080,2698.621757,111.424969,2570.999283,2697.638589,3417.403262,N/A,N/A,N/A,
572,12123.446652,3292.122645,2209.641713,582.615976,439.720819,142.453561,548.580908,814.861621,1525.578297,2379.344414,N/A,
573,38178.326912,8352.750495,3661.065391,2314.302123,1815.365976,305.195010,1493.342865,1681.585493,2277.702847,3166.216172,4215.932619,
574,30567.333536,8035.184867,4170.203767,2311.871538,859.086034,474.024964,404.922456,1653.756521,2029.485890,3131.190361,4344.736846,
575,20951.961009,6482.748615,3549.652940,2796.432814,2455.136531,3022.600949,4881.579565,N/A,N/A,N/A,N/A,
576,19864.544487,4664.484683,2247.753745,1304.703782,954.209299,191.019710,354.350000,600.741010,1419.826285,1605.511098,4333.542330,
577,32955.297838,7405.387767,3062.645505,3017.616105,1715.090626,797.680520,3066.669087,4302.894380,4341.088976,N/A,N/A,
578,18211.200148,6338.913201,3388.614466,2637.849878,374.161629,1842.933210,2105.168867,4962.464104,N/A,N/A,N/A,
579,13547.410421,4699.294168,4453.577025,406.366381,981.143700,2482.865088,4749.935045,N/A,N/A,N/A,N/A,
580,14496.608946,5673.658938,4135.788067,770.691178,764.421480,42.877311,340.530478,986.919539,2330.370394,3004.583366,N/A,
581,18998.196952,3780.804498,1800.446183,1568.766829,386.791026,1160.674937,1772.669531,2214.223165,2291.493863,N/A,N/A,
582,37150.311747,8533.122501,4499.801446,2109.307792,1146.189442,839.517369,1238.618531,1284.938025,2550.400829,3093.952138,4873.040803,
583,37787.337283,8047.807918,3577.483415,3037.291663,1409.358919,71.437898,244.705660,1683.569153,3836.681057,3982.121193,4141.631694,
584,46679.791021,11449.905800,3963.793195,3574.938041,2729.129200,1254.723214,1456.408283,1502.324052,2786.939908,3976.446959,4059.340126,
585,32621.189059,9718.910567,4355.209307,2487.514812,2336.534348,1708.824721,2445.955829,3795.794977,4235.501327,N/A,N/A,
586,11964.140629,4577.296138,3348.840050,891.497653,287.179915,49.728808,844.808323,1875.878315,4062.915120,N/A,N/A,
587,43698.287179,12939.252663,4362.070226,3543.865103,3094.072266,1132.046658,814.753832,1248.760866,3229.579638,4053.093658,4513.597122,
588,31255.075780,6936.272879,2811.655330,2665.550707,1569.556536,1831.965883,2432.045122,3295.679641,3903.584739,N/A,N/A,
589,34815.824328,11417.830935,4838.710737,3816.735644,2506.129162,373.638569,1492.972636,2668.305465,2899.700270,4854.940817,N/A,
590,15834.516621,4561.262664,3716.908014,579.142633,55.149644,1075.653355,1125.248155,1431.270527,4814.238135,N/A,N/A,
591,50504.101840,9486.145549,3878.876485,3812.087754,2144.694454,609.707133,2921.952338,4047.330687,4595.064325,4936.106873,N/A,
592,20930.306119,5366.618570,3444.886126,1735.082952,468.574865,2667.846963,3080.916055,3528.849692,N/A,N/A,N/A,
593,16081.693818,6636.071828,3440.582918,2459.743478,1439.599239,3165.684382,3707.529293,N/A,N/A,N/A,N/A,
594,23884.494804,7841.308495,3386.582085,1959.648563,1825.020302,840.207333,1493.845773,3357.779079,4386.938374,N/A,N/A,
595,24768.512668,8860.823896,4520.776170,3433.718028,704.602385,125.945245,662.123247,1134.372033,4355.401292,4785.342462,N/A,
596,17317.815243,7113.692533,3484.668530,2893.749124,1519.755816,2926.289184,4747.495183,N/A,N/A,N/A,N/A,
597,35940.982812,8764.560256,3238.622942,2856.837366,2147.903894,731.163467,879.149773,3138.378185,4133.668535,4975.841714,N/A,
598,20529.283073,5905.367814,3704.229982,1671.718272,482.233959,268.914500,1118.200566,1162.879143,2120.246854,4440.962185,N/A,
599,24317.641646,5948.219685,3331.447822,2149.815942,472.680548,1730.324809,1870.711750,2533.471127,3604.913987,N/A,N/A,
600,56790.147034,10291.245672,4146.664505,3879.323995,1603.007925,930.671517,1010.586060,3833.796581,4097.952763,4363.377796,4698.795321,
601,7524.321965,2453.625245,934.563952,917.696892,889.453544,78.313606,1021.757435,1973.084010,N/A,N/A,N/A,
